Name,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Shares Matched,Shares Routed
IRCTC,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Shares Matched,Shares Routed
UOCT,0,0,0.00,0,0.00,0.00,0,0
USEP,0,0,0.00,0,0.00,0.00,0,0
USEQ,0,0,0.00,0,0.00,0.00,0,0
USHY,0,0,0.00,0,0.00,0.00,0,0
USMF,0,0,0.00,0,0.00,0.00,0,0
USMV,0,0,0.00,0,0.00,0.00,0,0
UVIX,0,0,0.00,0,0.00,0.00,0,0
UVXY,0,0,0.00,0,0.00,0.00,0,0
VAMO,0,0,0.00,0,0.00,0.00,0,0
VCEB,0,0,0.00,0,0.00,0.00,0,0
VFLQ,0,0,0.00,0,0.00,0.00,0,0
VFMF,0,0,0.00,0,0.00,0.00,0,0
VFMO,0,0,0.00,0,0.00,0.00,0,0
VFMV,0,0,0.00,0,0.00,0.00,0,0
VFQY,0,0,0.00,0,0.00,0.00,0,0
VFVA,0,0,0.00,0,0.00,0.00,0,0
VIRS,0,0,0.00,0,0.00,0.00,0,0
VIXM,0,0,0.00,0,0.00,0.00,0,0
VIXY,0,0,0.00,0,0.00,0.00,0,0
VLUE,0,0,0.00,0,0.00,0.00,0,0
VMAT,0,0,0.00,0,0.00,0.00,0,0
VMOT,0,0,0.00,0,0.00,0.00,0,0
VNM,0,0,0.00,0,0.00,0.00,0,0
VOTE,0,0,0.00,0,0.00,0.00,0,0
VSGX,0,0,0.00,0,0.00,0.00,0,0
VUSB,0,0,0.00,0,0.00,0.00,0,0
VWID,0,0,0.00,0,0.00,0.00,0,0
VXX,0,0,0.00,0,0.00,0.00,0,0
VXZ,0,0,0.00,0,0.00,0.00,0,0
WBAT,0,0,0.00,0,0.00,0.00,0,0
WDNA,0,0,0.00,0,0.00,0.00,0,0
WEED,0,0,0.00,0,0.00,0.00,0,0
WFHY,0,0,0.00,0,0.00,0.00,0,0
WFIG,0,0,0.00,0,0.00,0.00,0,0
WIL,0,0,0.00,0,0.00,0.00,0,0
WLDR,0,0,0.00,0,0.00,0.00,0,0
WTAI,0,0,0.00,0,0.00,0.00,0,0
WUGI,0,0,0.00,0,0.00,0.00,0,0
XBAP,0,0,0.00,0,0.00,0.00,0,0
XBJA,0,0,0.00,0,0.00,0.00,0,0
XBJL,0,0,0.00,0,0.00,0.00,0,0
XBOC,0,0,0.00,0,0.00,0.00,0,0
XBTF,0,0,0.00,0,0.00,0.00,0,0
XDAP,0,0,0.00,0,0.00,0.00,0,0
XDAT,0,0,0.00,0,0.00,0.00,0,0
XDEC,0,0,0.00,0,0.00,0.00,0,0
XDJA,0,0,0.00,0,0.00,0.00,0,0
XDJL,0,0,0.00,0,0.00,0.00,0,0
XDOC,0,0,0.00,0,0.00,0.00,0,0
XDQQ,0,0,0.00,0,0.00,0.00,0,0
XDSQ,0,0,0.00,0,0.00,0.00,0,0
XEMD,0,0,0.00,0,0.00,0.00,0,0
XJH,0,0,0.00,0,0.00,0.00,0,0
XJR,0,0,0.00,0,0.00,0.00,0,0
XJUN,0,0,0.00,0,0.00,0.00,0,0
XMPT,0,0,0.00,0,0.00,0.00,0,0
XSHD,0,0,0.00,0,0.00,0.00,0,0
XSHQ,0,0,0.00,0,0.00,0.00,0,0
XTAP,0,0,0.00,0,0.00,0.00,0,0
XTJA,0,0,0.00,0,0.00,0.00,0,0
XTJL,0,0,0.00,0,0.00,0.00,0,0
XTOC,0,0,0.00,0,0.00,0.00,0,0
XUSP,0,0,0.00,0,0.00,0.00,0,0
XVOL,0,0,0.00,0,0.00,0.00,0,0
XVV,0,0,0.00,0,0.00,0.00,0,0
YDEC,0,0,0.00,0,0.00,0.00,0,0
YJUN,0,0,0.00,0,0.00,0.00,0,0
YMAR,0,0,0.00,0,0.00,0.00,0,0
YPS,0,0,0.00,0,0.00,0.00,0,0
YSEP,0,0,0.00,0,0.00,0.00,0,0
ZECP,0,0,0.00,0,0.00,0.00,0,0
